epochs,acc,loss,val_acc,val_loss,train_data,features_nb,loss_fct,optimizer,activation_fct,layer_nb,unit_nb,batch_size,dropout,cell_type,encoder
82,0.9992085356695363,0.00026942610392148895,0.925977963428634,0.02791059419767316,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
83,0.9991660273440125,0.00028836492711212654,0.9267656713272544,0.028195605473734356,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
84,0.9992631892166527,0.0002560413057509008,0.9251548890529327,0.029541449793863205,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
85,0.9992935522872841,0.000237743764274418,0.9260904931284369,0.02714570093389158,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
86,0.9992510439728602,0.00025952742752471974,0.9237241542982957,0.029425408105873515,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
87,0.9990506476445333,0.00032858477983958807,0.931733053789983,0.026687662971656846,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
88,0.9992733102438965,0.00025184393435053165,0.9244539897798746,0.02860890567434918,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
89,0.9993704721054368,0.00021887868699412398,0.9253928089896588,0.028786275340630333,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
90,0.9993502300398492,0.00022154079310032152,0.9265727632704494,0.027312111303920052,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
91,0.9991741241658074,0.0002881837353405763,0.9273058138863084,0.028193850238195876,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
92,0.999253068178309,0.00025479167527421863,0.924392902228553,0.028438716391580115,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
93,0.9991801967710537,0.00028391707425833224,0.9259040153401921,0.027351534556409623,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
94,0.9991619789442149,0.0002804275205830629,0.9264538033020863,0.028899390495403576,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
95,0.9991761483712562,0.0002883211482409099,0.9255310597637024,0.02778753807416271,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
96,0.9991801967932538,0.0002807182726172999,0.9251741798586132,0.029607507599307484,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
97,0.9992834312711403,0.000245241973264136,0.9258139915803497,0.02739088057157844,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
98,0.9992429471510652,0.0002589370824740578,0.9251098771730115,0.02775305306763754,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
99,0.9993259395633642,0.00022551536040052043,0.9312379231108502,0.026353138631555317,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
0,0.9661735027227901,0.014568629185564543,0.9075423834666368,0.03682564950394195,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
1,0.9678191817979941,0.010908402671276202,0.7936044548490482,0.059217020975074586,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
2,0.9372759457364669,0.01704339892347967,0.7936076699833282,0.056884299007600087,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
3,0.8543199580807838,0.03246404406463845,0.8015233305808931,0.05578970663424529,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
4,0.8703192779459432,0.029211873626530875,0.9160689195774175,0.03222876213333653,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
5,0.9900692480675574,0.00402729621971031,0.9192969143946211,0.0317701029304295,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
6,0.9927067877783867,0.002765866379257561,0.9193837230201833,0.03148899037417832,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
7,0.9894680590603768,0.0035622590186734754,0.9125290567350459,0.03241465671907378,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
8,0.9912594808500707,0.0033578255980546506,0.9191329425463368,0.031220195635542583,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
9,0.9894053086914654,0.004038927633727703,0.9160721347116977,0.032339411571363566,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
10,0.9870147220342842,0.004599751487753998,0.9166251378078719,0.03250561545630158,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
11,0.9858912879991245,0.004914259787419625,0.9150497220106312,0.03234474411824094,494021,4,mse,nadam,tanh,2,256,1024,0.2,CuDNNLSTM,standarscaler
